,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
4143,Mercedes-Benz S-Class 280 AT,2003,111000,Petrol,Automatic,First,13.0 kmpl,2987 CC,210 bhp,5.0,6500.0
1006,Tata Indigo CS eVX,2016,65000,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,5.0,2800.0
727,Hyundai i20 1.2 Magna,2010,67714,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,3250.0
4250,Toyota Corolla H2,2008,48233,Petrol,Manual,Second,13.4 kmpl,1794 CC,125 bhp,5.0,1800.0
3398,Audi A6 2011-2015 35 TDI Technology,2015,42000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,24250.0
198,Skoda Laura Ambiente,2008,113000,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5.0,4500.0
491,Hyundai Creta 1.6 CRDi AT SX Plus,2016,32000,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,15500.0
3828,Maruti Wagon R LXI,2015,50230,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,3870.0
5976,Maruti Wagon R LX BSIII,2006,65771,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5.0,750.0
5785,Hyundai i20 Asta 1.4 CRDi,2012,33249,Diesel,Manual,First,21.27 kmpl,1396 CC,88.76 bhp,5.0,3250.0
1268,Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,77395,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,14350.0
5171,Honda City i DTEC VX,2017,65850,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5.0,9440.0
3633,BMW 5 Series 2013-2017 520d Luxury Line,2016,76467,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5.0,30450.0
2923,Mahindra Thar DI 4X4,2018,2500,Diesel,Manual,First,18.06 kmpl,2523 CC,63 bhp,7.0,8250.0
4497,Volvo XC90 2007-2015 D5 AT AWD,2014,102001,Diesel,Automatic,First,11.1 kmpl,2400 CC,200 bhp,7.0,23580.0
631,Hyundai Santro LS zipPlus,2002,70000,Petrol,Manual,Third,0.0 kmpl,1086 CC,null bhp,5.0,650.0
1350,Maruti SX4 Zxi BSIII,2007,62493,Petrol,Manual,First,15.0 kmpl,1586 CC,104.68 bhp,5.0,1800.0
422,Volkswagen Polo Petrol Trendline 1.2L,2010,55000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,2250.0
1005,BMW 5 Series 2003-2012 520d,2013,76000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5.0,19000.0
2330,Skoda Fabia 1.2 MPI Ambition Plus,2012,27014,Petrol,Manual,First,16.25 kmpl,1198 CC,75 bhp,5.0,2190.0
2820,Honda Brio S MT,2014,22100,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,3550.0
2771,Chevrolet Optra Magnum 2.0 LT,2011,55000,Diesel,Manual,First,16.52 kmpl,1991 CC,123.7 bhp,5.0,3950.0
381,Hyundai Xcent 1.1 CRDi Base,2015,74310,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,4000.0
3738,Hyundai Grand i10 1.2 Kappa Sportz,2016,29091,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,4870.0
5480,Hyundai Grand i10 Asta Option,2015,26000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,4250.0
4243,Ford Ikon 1.6 ZXI NXt,2004,69870,Petrol,Manual,Second,14.2 kmpl,1597 CC,92 bhp,5.0,1100.0
3553,Maruti Alto 800 2016-2019 CNG LXI,2015,18000,CNG,Manual,First,33.44 km/kg,796 CC,40.3 bhp,4.0,3000.0
5510,Tata Indigo CS eGLX BS IV,2012,30000,Petrol,Manual,Second,15.64 kmpl,1193 CC,64.08 bhp,5.0,2300.0
3067,Mahindra Xylo H4,2016,93166,Diesel,Manual,Second,14.02 kmpl,2179 CC,118.3 bhp,7.0,5850.0
956,Hyundai i20 Sportz Diesel,2012,71000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,3700.0
3063,Maruti Ciaz VDi Plus,2016,84085,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5.0,6900.0
2133,Mahindra Bolero SLE BSIII,2007,92000,Diesel,Manual,First,13.6 kmpl,2523 CC,63 bhp,7.0,2700.0
5050,Tata Nano Twist XT,2014,18050,Petrol,Manual,Second,25.4 kmpl,624 CC,37.5 bhp,4.0,1000.0
4729,Hyundai Verna Xi (Petrol),2009,60000,Petrol,Manual,Third,13.9 kmpl,1599 CC,103.2 bhp,5.0,2250.0
1623,Hyundai i10 Magna(O) with Sun Roof,2008,68000,Petrol,Manual,Second,16.0 kmpl,1086 CC,66.7 bhp,5.0,2000.0
2541,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,2018,21603,Diesel,Automatic,First,13.0 kmpl,2987 CC,265 bhp,5.0,70150.0
5196,Hyundai i20 Asta 1.2,2015,41000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,4750.0
5258,Honda City i DTEC V,2014,56002,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,6100.0
4020,Maruti Swift VDI BSIV,2013,115195,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,3850.0
3786,Maruti Swift VDI,2014,115000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,4500.0
3424,Renault Scala Diesel RxL,2013,130000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,4750.0
3197,Toyota Corolla Altis GL MT,2014,60750,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,10500.0
447,Honda Civic 2006-2010 1.8 S AT,2008,61938,Petrol,Automatic,Second,12.9 kmpl,1799 CC,130 bhp,5.0,2650.0
5238,Chevrolet Sail 1.2 LS,2013,48000,Petrol,Manual,First,18.2 kmpl,1199 CC,82.4 bhp,5.0,3250.0
260,Maruti Swift VDI,2012,120000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,3750.0
4570,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,3300,Diesel,Automatic,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11500.0
2319,Mercedes-Benz E-Class E 350 d,2019,9312,Diesel,Automatic,First,18.0 kmpl,2987 CC,258 bhp,5.0,78800.0
4899,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2014,41000,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,18500.0
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2015,55980,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,18120.0
5231,Hyundai i20 Asta Optional with Sunroof 1.2,2013,62132,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5.0,4570.0
5071,Hyundai i10 Magna 1.2,2012,55231,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,2780.0
5078,Maruti Vitara Brezza ZDi,2017,21789,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9880.0
4018,Maruti Ritz VXi,2011,150000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,2500.0
3354,Volkswagen Vento Petrol Highline,2011,54211,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,3330.0
4092,Ford Classic 1.4 Duratorq Titanium,2014,83500,Diesel,Manual,Second,19.68 kmpl,1399 CC,67 bhp,5.0,3000.0
38,Mercedes-Benz M-Class ML 350 CDI,2013,85000,Diesel,Automatic,First,11.74 kmpl,2987 CC,254.8 bhp,5.0,28000.0
2151,Maruti Swift VDI,2013,84000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,5650.0
4023,Hyundai Verna 1.6 SX CRDi (O),2014,58000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,5750.0
3383,Ford EcoSport 1.5 Diesel Titanium,2018,32189,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5.0,9250.0
3559,Mahindra Ssangyong Rexton RX7,2013,80000,Diesel,Automatic,Second,11.18 kmpl,2696 CC,184 bhp,7.0,9500.0
4901,Honda Brio S MT,2015,46650,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,4250.0
5059,Maruti Vitara Brezza ZDi,2017,58829,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9050.0
5486,Hyundai i20 Active 1.4 SX Dual Tone,2016,49716,Diesel,Manual,First,21.19 kmpl,1396 CC,88.73 bhp,5.0,6200.0
4354,Toyota Etios Liva GD,2012,72351,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5.0,2650.0
5322,Hyundai Grand i10 CRDi Sportz,2016,30000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,5500.0
753,Chevrolet Cruze LTZ,2011,73000,Diesel,Manual,Third,18.3 kmpl,1991 CC,147.9 bhp,5.0,4200.0
822,Audi A6 2011-2015 2.0 TDI Premium Plus,2013,31000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,18950.0
4241,Ford Figo 2015-2019 1.5D Titanium Plus MT,2015,45000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5.0,5500.0
4958,Maruti Alto 800 VXI,2014,45700,Petrol,Manual,Second,22.74 kmpl,796 CC,47.3 bhp,5.0,2420.0
4548,Honda City i DTEC SV,2014,45000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,4750.0
3777,Maruti Wagon R VXI 1.2,2015,49818,Petrol,Manual,First,21.5 kmpl,1197 CC,81.80 bhp,5.0,4110.0
446,Volkswagen Vento 1.6 Comfortline,2017,15000,Petrol,Manual,Second,16.09 kmpl,1598 CC,103.5 bhp,5.0,7100.0
3329,Hyundai Grand i10 CRDi Sportz,2016,75700,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,5700.0
5606,Maruti Wagon R ZXI AMT 1.2,2019,600,Petrol,Automatic,First,21.5 kmpl,1197 CC,81.80 bhp,5.0,6250.0
2573,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,70700,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8.0,4750.0
2807,Audi Q3 2012-2015 35 TDI Quattro Premium,2015,48000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,18750.0
2862,Volkswagen Vento 1.5 TDI Highline,2014,54000,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,4900.0
575,Hyundai Santro Xing XO,2006,83072,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5.0,1400.0
3741,Mercedes-Benz GLA Class 200 CDI,2014,30000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,26000.0
4426,Ford Figo Petrol EXI,2013,60328,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,4540.0
812,Maruti Ertiga ZDI,2013,39929,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,6560.0
3280,Maruti Swift VDI,2015,46561,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,4940.0
536,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,2010,50645,Petrol,Automatic,Second,10.93 kmpl,2497 CC,204 bhp,5.0,10750.0
3459,Hyundai i10 Sportz,2010,26966,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,3000.0
4699,Jaguar XF Aero Sport Edition,2012,16000,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,32000.0
3249,Honda Civic 2006-2010 1.8 V AT,2011,62000,Petrol,Automatic,First,12.9 kmpl,1799 CC,130 bhp,5.0,3750.0
1897,Renault Scala Diesel RxL,2013,40000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,4000.0
6009,Toyota Camry Hybrid,2015,33500,Petrol,Automatic,First,19.16 kmpl,2494 CC,158.2 bhp,5.0,19750.0
5723,Mercedes-Benz B Class B180,2013,30000,Petrol,Automatic,Second,14.8 kmpl,1595 CC,120.7 bhp,5.0,11000.0
1696,Mahindra Scorpio VLX,2011,100010,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8.0,5500.0
2426,Maruti Wagon R LXI BSIII,2007,83000,Petrol,Manual,First,14.0 kmpl,1061 CC,64 bhp,5.0,1650.0
3400,BMW X1 sDrive20d,2012,22000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,11500.0
352,Maruti Alto K10 VXI,2017,30000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,3750.0
702,Hyundai Grand i10 Asta,2017,74515,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,5640.0
638,Hyundai Xcent 1.2 Kappa S Option,2017,28360,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5.0,5120.0
3332,Mahindra Quanto C6,2013,35000,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7.0,3490.0
2476,Toyota Innova 2.5 GX (Diesel) 8 Seater,2014,77795,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,9500.0
4807,Skoda Superb Style 1.8 TSI AT,2013,80000,Petrol,Automatic,Second,14.67 kmpl,1798 CC,177.46 bhp,5.0,7250.0
766,BMW 3 Series 320d Luxury Line,2016,14351,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,35550.0
2153,Mercedes-Benz New C-Class C 250 CDI Avantgarde,2017,14470,Diesel,Automatic,First,19.71 kmpl,2143 CC,201.15 bhp,5.0,38500.0
5628,Honda CR-V 2.0 AT,2014,112827,Petrol,Automatic,First,13.1 kmpl,1997 CC,141.1 bhp,5.0,10500.0
2789,Maruti Baleno Delta 1.2,2018,25093,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,7760.0
990,Honda Jazz 1.5 VX i DTEC,2016,27210,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,5850.0
3746,Mahindra XUV500 W8 2WD,2013,87736,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,7020.0
2376,Maruti Wagon R LXI CNG,2013,83875,CNG,Manual,Second,26.6 km/kg,998 CC,58.16 bhp,5.0,2950.0
4269,Maruti Celerio ZXI,2018,31396,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,5530.0
2486,Hyundai Grand i10 Sportz,2016,59767,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,4780.0
2654,BMW X5 3.0d,2010,101119,Diesel,Automatic,First,11.0 kmpl,2993 CC,235 bhp,5.0,18460.0
5651,Skoda Rapid Ultima 1.6 MPI Ambition Plus,2013,66700,Petrol,Manual,First,15.0 kmpl,1598 CC,103.5 bhp,5.0,4000.0
4674,Mercedes-Benz S-Class 280 AT,2004,119859,Petrol,Automatic,First,13.0 kmpl,2987 CC,210 bhp,5.0,7100.0
3417,BMW 3 Series 320d,2010,67000,Diesel,Automatic,Second,22.69 kmpl,1995 CC,190 bhp,5.0,9250.0
4280,Renault KWID RXT,2015,28000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,2650.0
4101,BMW X5 xDrive 30d M Sport,2016,45000,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,5.0,57000.0
5950,Audi Q3 2.0 TDI,2014,65630,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,21750.0
588,Hyundai i20 1.2 Magna,2015,59000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,5750.0
4397,Hyundai Grand i10 Sportz,2017,47774,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,6040.0
433,Hyundai EON Era Plus,2018,13102,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,4059.9999999999995
5774,Hyundai Getz GLE,2007,58307,Petrol,Manual,First,15.3 kmpl,1341 CC,83 bhp,5.0,1950.0
1085,Hyundai Creta 1.6 VTVT S,2016,36855,Petrol,Manual,Second,15.29 kmpl,1591 CC,121.3 bhp,5.0,8770.0
3953,Honda Jazz Exclusive CVT,2018,3000,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,8250.0
5354,Hyundai Xcent 1.1 CRDi Base,2016,76000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,3800.0
2223,Maruti Zen Estilo LXI BSIII,2007,42000,Petrol,Manual,Third,18.2 kmpl,998 CC,67.1 bhp,5.0,1300.0
2055,Toyota Innova 2.5 ZX Diesel 7 Seater,2015,59751,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,11620.0
3837,Maruti Wagon R LXI BS IV,2017,8000,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,3000.0
4749,Maruti Baleno Zeta 1.2,2016,30965,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,6250.0
56,Renault KWID RXT,2017,16542,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,3300.0
1417,Hyundai i20 1.2 Spotz,2017,18673,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,6220.0
5057,Volkswagen Polo 1.2 MPI Comfortline,2013,39000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,3750.0
5825,Volkswagen Vento 1.5 TDI Highline AT,2015,120000,Diesel,Automatic,First,21.21 kmpl,1498 CC,103.2 bhp,5.0,5750.0
699,Chevrolet Aveo 1.4,2006,78000,Petrol,Manual,Third,14.49 kmpl,1399 CC,92.7 bhp,5.0,1200.0
4745,Skoda Superb Elegance 1.8 TSI AT,2014,65000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,11950.0
3397,Ford Figo Diesel EXI,2010,78000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,2250.0
5685,Maruti Ritz VDi,2013,77000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,3650.0
2312,Chevrolet Tavera LT 9 Str BS IV,2012,67132,Diesel,Manual,First,13.58 kmpl,2499 CC,78 bhp,9.0,4750.0
1799,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2013,29000,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,29000.0
5902,Maruti Wagon R LXI CNG,2012,72000,CNG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5.0,2250.0
92,Audi A6 2011-2015 35 TDI Premium,2018,48367,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,39580.0
1135,Maruti Zen Estilo LXI Green (CNG),2011,76000,CNG,Manual,First,26.3 km/kg,998 CC,67.1 bhp,5.0,2000.0
5595,BMW 5 Series 2013-2017 520d Luxury Line,2013,40714,Diesel,Automatic,Second,18.12 kmpl,1995 CC,190 bhp,5.0,24750.0
4005,Honda City i VTEC VX Option,2014,37000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,6450.0
4294,Hyundai i10 Magna 1.2,2013,36264,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,4320.0
4326,Honda City ZX VTEC,2007,70000,Petrol,Manual,First,16.9 kmpl,1497 CC,100 bhp,5.0,1550.0
5420,BMW 3 Series Sport,2016,19000,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5.0,29990.0
2321,Volkswagen Vento 1.6 Highline,2014,46000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.2 bhp,5.0,4450.0
869,Hyundai Xcent 1.2 CRDi S,2018,25302,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5.0,5900.0
2853,Volkswagen Polo GT TSI,2017,25000,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5.0,7750.0
754,Mahindra XUV500 W8 2WD,2015,72007,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,9900.0
1224,Maruti Zen VX,1999,70000,Petrol,Manual,Second,17.3 kmpl,993 CC,60 bhp,5.0,770.0
1515,Toyota Innova 2.5 G (Diesel) 8 Seater,2017,29219,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,13480.0
5440,Honda Jazz 1.2 V CVT i VTEC,2017,66507,Petrol,Automatic,Second,19.0 kmpl,1199 CC,88.7 bhp,5.0,5430.0
3111,Maruti Swift LDI BSIV,2014,105000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,3850.0
5355,Honda Civic 2006-2010 1.8 S MT,2008,69972,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5.0,3800.0
5340,Honda City 1.5 E MT,2011,80000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,3850.0
3212,Toyota Innova 2.5 V Diesel 7-seater,2014,158793,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,12990.0
5941,Renault KWID RXL,2018,1000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,3400.0
4388,Audi Q7 4.2 TDI Quattro Technology,2015,50000,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,7.0,48000.0
3838,Maruti Vitara Brezza ZDi Plus Dual Tone,2018,28741,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11000.0
5301,BMW X1 sDrive20d,2011,72000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,11000.0
5186,Volkswagen Vento Petrol Highline AT,2011,45000,Petrol,Automatic,First,14.4 kmpl,1598 CC,103.6 bhp,5.0,3350.0
1987,Maruti Swift Dzire Tour LDI,2018,12000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,5500.0
3366,Honda City i DTEC SV,2014,25000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,6150.0
1673,Audi Q5 3.0 TDI Quattro Technology,2015,11964,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,5.0,32950.0
245,Hyundai Santro Xing XO eRLX Euro II,2007,72000,Petrol,Manual,Third,17.0 kmpl,1086 CC,null bhp,5.0,950.0
4188,Maruti Ertiga VDI,2016,86000,Diesel,Manual,Second,25.47 kmpl,1248 CC,88.50 bhp,7.0,8200.0
3541,Hyundai i20 Magna Optional 1.2,2014,44525,Petrol,Manual,First,18.5 kmpl,1197 CC,82.9 bhp,5.0,4650.0
5422,Maruti Swift VDI BSIV,2014,108000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,5500.0
2132,Hyundai i20 1.4 CRDi Magna,2012,51000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5.0,3900.0
2470,BMW 3 Series 320d M Sport,2017,23806,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,33660.0
1907,Toyota Qualis FS B3,2002,63000,Diesel,Manual,Third,13.1 kmpl,2446 CC,75 bhp,10.0,3650.0
2291,Mahindra Logan Diesel 1.5 DLS,2011,128000,Diesel,Manual,Third,19.2 kmpl,1461 CC,65 bhp,5.0,2000.0
1875,Toyota Innova 2.5 LE 2014 Diesel 7 Seater,2014,102418,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,10100.0
2773,Honda City 1.5 V MT,2016,28414,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,8400.0
4601,BMW X1 sDrive 20d xLine,2019,15456,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5.0,36640.0
2278,Hyundai Santro Xing GLS LPG,2010,55000,LPG,Manual,Second,13.45 km/kg,1086 CC,62.1 bhp,5.0,1650.0
3547,Datsun GO Plus T,2016,12800,Petrol,Manual,First,19.44 kmpl,1198 CC,67 bhp,7.0,3250.0
1322,Tata Nano XTA,2016,5240,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4.0,3600.0
2904,Mercedes-Benz E-Class 280 CDI,2007,75000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5.0,11000.0
3960,Hyundai Creta 1.4 E Plus Diesel,2018,41641,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5.0,10820.0
4701,Land Rover Freelander 2 SE,2014,85000,Diesel,Automatic,Second,12.39 kmpl,2179 CC,147.51 bhp,5.0,23000.0
4715,Maruti Swift Dzire VDI,2015,69000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,5900.0
962,Mercedes-Benz C-Class Progressive C 220d,2018,8682,Diesel,Automatic,First,0.0 kmpl,1950 CC,194 bhp,5.0,39500.0
3676,Maruti Baleno Zeta Automatic,2016,27809,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,6410.0
602,Maruti Omni 8 Seater BSII,2010,60000,Petrol,Manual,First,19.7 kmpl,796 CC,35 bhp,8.0,1450.0
1449,Hyundai i20 1.4 Asta (AT),2009,72000,Petrol,Automatic,Third,15.0 kmpl,1396 CC,100 bhp,5.0,3250.0
4862,Mercedes-Benz New C-Class C 220 CDI Style,2015,39000,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,34000.0
3725,Maruti Swift Dzire LDI,2017,60000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,3000.0
429,Toyota Etios VD,2013,37000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5.0,5750.0
1933,Volkswagen Vento Diesel Highline,2011,35000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,3150.0
3749,Mercedes-Benz E-Class 250 D W 210,1998,55300,Diesel,Automatic,First,10.0 kmpl,1796 CC,157.7 bhp,5.0,3900.0
3052,Hyundai Xcent 1.2 CRDi S,2016,50000,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5.0,3500.0
2644,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,178280,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,5900.0
5147,Mahindra Scorpio SLE BSIV,2012,99000,Diesel,Manual,Third,12.05 kmpl,2179 CC,120 bhp,8.0,6000.0
4864,Hyundai Xcent 1.1 CRDi S,2017,32257,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,6830.0
5190,Maruti SX4 Vxi BSIV,2009,92000,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5.0,2700.0
4760,Maruti Ciaz 1.3 Alpha,2018,39023,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,9480.0
5975,Hyundai i20 Asta Option 1.2,2017,14618,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,8109.999999999999
4199,Honda Accord 2.4 Inspire M/T,2009,60000,Petrol,Manual,Second,9.8 kmpl,2354 CC,180 bhp,5.0,3500.0
4452,Toyota Innova Crysta 2.8 GX AT,2019,14076,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,19400.0
5500,Tata Safari Storme 2012-2015 VX,2014,90000,Diesel,Manual,First,14.0 kmpl,2179 CC,138.1 bhp,7.0,8000.0
2587,Nissan Terrano XL 85 PS,2014,87000,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5.0,6500.0
2543,BMW 3 Series 320d,2013,58000,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,5.0,19500.0
